label,sentence,label_id
positive,"The previously concluded adaptation measures concerning the other personnel are adequate for the time being , Raute said .",0
neutral,"I can say categorically , no , ' Wahlroos was quoted as saying by the paper , when asked about Sampo 's interest in making a bid for RSA .",2
neutral,"PA ) , JPMorgan Chase and Co ( NYSE : JPM ) and Pohjoa Bank are joint lead-managers on the senior , unsecured deal .",2
neutral,"Member of the HK Ruokatalo Group in Finland , Scan , is launching a joint venture slaughterhouse with Team Ugglarp in Sk+_ne , southern Sweden .",2
positive,"Finnish construction group YIT has been awarded a contract to install heating , air conditioning and cooling systems to the new head office of the automobile association ADAC in Munich in Germany .",0
positive,With this acquisition Panostaja Oyj further expands its business area specialising in digital printing .,0
neutral,"In accordance with the terms and conditions of Alma Media 's 2006 option program , the share subscription price for the 2006A option rights was EUR 4.88 per share and the book countervalue EUR 0.60 per share .",2
neutral,"Quartal Oy now owns 2,094,063 shares in Satama Interactive Plc , which represents 5,19 per cent of the share capital and voting rights .",2
negative,"Capacity will ease at its Seikku sawmill in Pori and Alholma sawmill in Pietarsaari and result in 60 people being laid off for around six weeks starting mid-May , it said .",1
positive,"The Ministry of Water in Tanzania has awarded Poyry a water and sanitation engineering assignment for the rehabilitation and extension of water supply and sanitation infrastructure in Bukoba and Musoma , situated at Lake Victoria in northern Tanzania .",0
positive,"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009 .",0
neutral,Atria chose the DeLight to attract consumers in the 25-45 age group to its Atria Fresh range of microwaveable meals .,2
positive,Diluted earnings per share ( EPS ) rose to EUR 0.29 from EUR 0.05 .,0
neutral,No financial details were reported .,2
neutral,"Operating income was EUR -24.9 mn , including EUR 15.3 mn of restructuring expenses .",2
neutral,"The 3C Expo is a signature show in Dongguan , which is supported by the Dongguan Municipal Government every year , featuring computer accessories , software , communication and network products .",2
positive,"Iggesunds Bruk in Sweden is one of the most advanced , fully integrated pulp and paperboard mills in the world .",0
neutral,"According to Eijkens , a publisher can do much more than just publish colourful books : a publisher can provide value added to information by individualising it .",2
neutral,"To showcase our end-to-end capabilities at the Mobile World Congress , we arranged an internal MeeGo application development competition to entice developers to create new applications .",2
neutral,Talvivaara is listed on the London Stock Exchange Main Market and NASDAQ OMX Helsinki and is included in the FTSE 250 Index .,2
negative,"Operating loss totalled EUR 12.7 mn , compared to a profit of EUR 17.7 mn in the first half of 2008 .",1
positive,"M-real Corporation Press release on 3 November at 10:35 am M-real Corporation was the second best company in the materials sector including e.g. forest industry companies in the Carbon Disclosure Leadership Index CDLI , Nordic Report 2009 .",0
negative,Operating cash flow after investments totalled EUR 61.3 mn compared to EUR 75.3 mn in the corresponding period in 2007 .,1
positive,"ADP News - Feb 25 , 2009 - Finnish printed circuit board PCB maker Aspocomp Group Oyj HEL : ACG1V said today it swung to a net profit of EUR 300,000 USD 385,000 for 2008 versus a net loss of EUR 65.3 million",0
positive,"There are companies , which are ready to invest their own funds in this deal such as Rostelecom RTS : RTKM .",0
positive,"The company 's goal is to achieve annual savings of EUR 2 million ( USD 2.7 m ) , of which two thirds are to be realized in 2010 .",0
neutral,"Koduextra is operating a retail chain of 11 stores , controlled by Finnish Non-Food Center KY , Rukax OY , and Scan-Tukka OY .",2
positive,The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .,0
neutral,"It is also set to launch a messaging service in the next few days , which would enable users to access their e-mail accounts on MS Exchange .",2
negative,"As a result of the negotiations , the company will terminate total 5 employment contracts .",1
positive,It is in line with its plans to focus on selected growth segments and streamline corporate structure .,0
neutral,Eriikka S+¦derstr+¦m has previously held several positions in finance and control at Nokia Networks including acting as the Business Group Controller and having the corporate controller position at Nokia Siemens Networks .,2
neutral,"The contract incorporates a Convergent Charging rating solution for voice and data , which includes Internet , GPRS , SMS , MMS and WAP .",2
neutral,"Metsa-Botnia will finance the payment of dividends , the repayment of capital and the repurchase of its own shares with the funds deriving from its divestment of the Uruguay operations , and shares in Pohjolan Voima , and by utilising its existing financing facilities .",2
positive,Finnish Ahlstrom Corporation has ordered key production equipment for a new glass nonwovens production line at its Russian Tver Mill from Finnish Vaahto Pulp & Paper Machinery ( that is part of Vaahto Group ) .,0
neutral,The value of the order is USD 2.3 mn .,2
negative,Finnlines estimated in its annual general meeting that 2008 will be financially a tough year due to large investments .,1
positive,"TietoEnator itself uses Nokia 's Intellisync Mobile Suite 's wireless email , calendar , and device management capabilities , and the company will now extend these services to its customers .",0
neutral,"According to Sweden 's Minister for Local Government and Financial Markets , Mats Odell , the decision to sell the State 's shares in telecom group TeliaSonera can only be carried out in cooperation with the State of Finland .",2
positive,"Earnings per share for January-June 2010 were EUR0 .30 , an increase of 20 % year-on-year EUR0 .25 .",0
neutral,Aspo has also investigated the sales opportunities of Kaukomarkkinat 's electronics business .,2
neutral,"Operating profit of operations in Finland in the period under review totaled EUR 11.3 mn , remaining at the 2005 level .",2
neutral,Forest certification is a voluntary system aimed at promoting sustainable forest management in commercial forests .,2
neutral,"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 23.4.2007 Ahlstrom Corporation will publish its first quarter financial results 2007 on Friday , April 27 , 2007 approximately at 8.30 a.m. Finnish time .",2
positive,"Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland .",0
positive,"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .",0
negative,"In a separate announcement to the Helsinki stock exchange , Atria revealed that the company 's third quarter profits declined from EUR13 .9 m in the third quarter of last year to EUR12 .7 m in this year 's Q3 .",1
positive,"Profit for the period was EUR 9.8 mn , up from EUR 6.0 mn in 2004 .",0
neutral,Poyry 's net sales in 2007 amounted to about EUR 720 million and it employs 7400 experts .,2
neutral,"In Finland , 71 % of paper and paperboard is reclaimed .",2
neutral,"The Finnish company is building a 800,000 mt-year biodiesel plant in Singapore .",2
neutral,It also recovers valuable raw material for Kemira 's water chemical production .,2
negative,"According to the company , in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008 .",1
positive,The aim is to convert the plants into flexible manufacturers of new and technologically demanding products .,0
positive,Pretax profit rose to EUR 17.8 mn from EUR 14.9 mn in 2005 .,0
neutral,"LIGHTS OUT Before curfew , curl up with the latest bestseller and treat your eyes to the perfect reading light from Luceplan .",2
